,ensembl_gene_id,hgnc_symbol,gene_biotype,external_gene_name
14972,ENSG00000279285,,TEC,
14973,ENSG00000267643,,lncRNA,
14974,ENSG00000267733,,transcribed_processed_pseudogene,
14975,ENSG00000176231,OR10H4,protein_coding,OR10H4
14976,ENSG00000270927,,processed_pseudogene,
14977,ENSG00000188910,GJB3,protein_coding,GJB3
14978,ENSG00000269578,,lncRNA,
14979,ENSG00000267076,MIX23P3,processed_pseudogene,MIX23P3
14980,ENSG00000141979,,protein_coding,
14981,ENSG00000267247,,lncRNA,
14982,ENSG00000267663,PPIAP56,processed_pseudogene,PPIAP56
14983,ENSG00000141959,PFKL,protein_coding,PFKL
14984,ENSG00000176194,CIDEA,protein_coding,CIDEA
14985,ENSG00000279748,,TEC,
14986,ENSG00000267629,,lncRNA,
14987,ENSG00000230523,LINC01756,lncRNA,LINC01756
14988,ENSG00000277051,,misc_RNA,Metazoa_SRP
14989,ENSG00000132801,ZSWIM3,protein_coding,ZSWIM3
14990,ENSG00000123496,IL13RA2,protein_coding,IL13RA2
14991,ENSG00000271984,,lncRNA,
14992,ENSG00000116138,DNAJC16,protein_coding,DNAJC16
14993,ENSG00000100979,PLTP,protein_coding,PLTP
14994,ENSG00000130299,GTPBP3,protein_coding,GTPBP3
14995,ENSG00000236531,,lncRNA,
14996,ENSG00000240651,SEPTIN7P4,unprocessed_pseudogene,SEPTIN7P4
14997,ENSG00000279785,,TEC,
14998,ENSG00000287521,,lncRNA,
14999,ENSG00000287026,,lncRNA,
15000,ENSG00000230975,,lncRNA,
15001,ENSG00000285755,,lncRNA,
15002,ENSG00000273259,,protein_coding,
15003,ENSG00000106070,GRB10,protein_coding,GRB10
15004,ENSG00000232489,MFAP1P1,processed_pseudogene,MFAP1P1
15005,ENSG00000236354,LINC00437,lncRNA,LINC00437
15006,ENSG00000288028,,lncRNA,
15007,ENSG00000227510,LINC01442,lncRNA,LINC01442
15008,ENSG00000075340,ADD2,protein_coding,ADD2
15009,ENSG00000196136,SERPINA3,protein_coding,SERPINA3
15010,ENSG00000234145,NAP1L4P3,processed_pseudogene,NAP1L4P3
15011,ENSG00000279511,,TEC,
15012,ENSG00000228611,HNF4GP1,processed_pseudogene,HNF4GP1
15013,ENSG00000281883,,protein_coding,
15014,ENSG00000229824,RPL12P34,processed_pseudogene,RPL12P34
15015,ENSG00000233840,PCDH9-AS4,lncRNA,PCDH9-AS4
15016,ENSG00000285588,,lncRNA,
15017,ENSG00000214281,HMGN2P39,processed_pseudogene,HMGN2P39
15018,ENSG00000230040,LINC00364,lncRNA,LINC00364
15019,ENSG00000225221,PLA2G12AP2,processed_pseudogene,PLA2G12AP2
15020,ENSG00000232380,ZDHHC20P4,processed_pseudogene,ZDHHC20P4
15021,ENSG00000281778,LINC00550,lncRNA,LINC00550
15022,ENSG00000280302,,TEC,
15023,ENSG00000199702,RNU6-170P,snRNA,RNU6-170P
15024,ENSG00000228842,PCDH9-AS2,lncRNA,PCDH9-AS2
15025,ENSG00000253851,,lncRNA,
15026,ENSG00000176014,TUBB6,protein_coding,TUBB6
15027,ENSG00000253328,SUMO2P19,unprocessed_pseudogene,SUMO2P19
15028,ENSG00000120690,ELF1,protein_coding,ELF1
15029,ENSG00000250929,LINC01181,lncRNA,LINC01181
15030,ENSG00000287942,,lncRNA,
15031,ENSG00000255107,,processed_pseudogene,
15032,ENSG00000254124,EEF1A1P37,processed_pseudogene,EEF1A1P37
15033,ENSG00000155792,DEPTOR,protein_coding,DEPTOR
15034,ENSG00000286784,,lncRNA,
15035,ENSG00000259140,,processed_pseudogene,
15036,ENSG00000189308,LIN54,protein_coding,LIN54
15037,ENSG00000239269,RPSAP4,processed_pseudogene,RPSAP4
15038,ENSG00000287379,,lncRNA,
15039,ENSG00000285205,,lncRNA,
15040,ENSG00000240914,RPL15P2,processed_pseudogene,RPL15P2
15041,ENSG00000285547,,protein_coding,
15042,ENSG00000274379,,lncRNA,
15043,ENSG00000258805,ADIPOR1P2,processed_pseudogene,ADIPOR1P2
15044,ENSG00000100528,CNIH1,protein_coding,CNIH1
15045,ENSG00000067177,PHKA1,protein_coding,PHKA1
15046,ENSG00000255531,NDUFS5P6,processed_pseudogene,NDUFS5P6
15047,ENSG00000282321,MTND1P7,unprocessed_pseudogene,MTND1P7
15048,ENSG00000285796,,lncRNA,
15049,ENSG00000136155,SCEL,protein_coding,SCEL
15050,ENSG00000100982,PCIF1,protein_coding,PCIF1
15051,ENSG00000250727,,processed_pseudogene,
15052,ENSG00000253207,,lncRNA,
15053,ENSG00000254102,BHLHE22-AS1,lncRNA,BHLHE22-AS1
15054,ENSG00000215114,UBXN2B,protein_coding,UBXN2B
15055,ENSG00000198026,ZNF335,protein_coding,ZNF335
15056,ENSG00000258753,,lncRNA,
15057,ENSG00000197045,GMFB,protein_coding,GMFB
15058,ENSG00000279737,,TEC,
15059,ENSG00000271849,MAN2A1-DT,lncRNA,MAN2A1-DT
15060,ENSG00000249069,LINC01033,lncRNA,LINC01033
15061,ENSG00000208023,MIR185,miRNA,MIR185
15062,ENSG00000236540,,lncRNA,
15063,ENSG00000120899,PTK2B,protein_coding,PTK2B
15064,ENSG00000268292,,lncRNA,
15065,ENSG00000277950,,misc_RNA,Metazoa_SRP
15066,ENSG00000284140,MIR3618,miRNA,MIR3618
15067,ENSG00000284464,MIR1306,miRNA,MIR1306
15068,ENSG00000243762,,lncRNA,
15069,ENSG00000278278,MIR6816,miRNA,MIR6816
15070,ENSG00000099901,RANBP1,protein_coding,RANBP1
15071,ENSG00000248826,PCBP2P3,processed_pseudogene,PCBP2P3
15072,ENSG00000241888,RPSAP37,processed_pseudogene,RPSAP37
15073,ENSG00000250732,RPEP1,processed_pseudogene,RPEP1
15074,ENSG00000249990,MTCO2P24,processed_pseudogene,MTCO2P24
15075,ENSG00000177879,AP3S1,protein_coding,AP3S1
15076,ENSG00000235525,FTLP1,processed_pseudogene,FTLP1
15077,ENSG00000100985,MMP9,protein_coding,MMP9
15078,ENSG00000277899,MLECP1,processed_pseudogene,MLECP1
15079,ENSG00000267414,SETBP1-DT,lncRNA,SETBP1-DT
15080,ENSG00000110675,ELMOD1,protein_coding,ELMOD1
15081,ENSG00000280365,,TEC,
15082,ENSG00000265957,MIR4319,miRNA,MIR4319
15083,ENSG00000279319,,TEC,
15084,ENSG00000204044,SLC12A5-AS1,lncRNA,SLC12A5-AS1
15085,ENSG00000267101,,lncRNA,
15086,ENSG00000088832,FKBP1A,protein_coding,FKBP1A
15087,ENSG00000267286,,lncRNA,
15088,ENSG00000267239,,lncRNA,
15089,ENSG00000267177,,lncRNA,
15090,ENSG00000279020,C18orf15,TEC,C18orf15
15091,ENSG00000286926,,lncRNA,
15092,ENSG00000279275,,TEC,
15093,ENSG00000267393,,lncRNA,
15094,ENSG00000267690,LDLRAD4-AS1,lncRNA,LDLRAD4-AS1
15095,ENSG00000241728,,lncRNA,
15096,ENSG00000266146,MIR5190,miRNA,MIR5190
15097,ENSG00000267694,,lncRNA,
15098,ENSG00000160226,CFAP410,protein_coding,CFAP410
15099,ENSG00000267529,,lncRNA,
15100,ENSG00000267366,,lncRNA,
15101,ENSG00000267136,,lncRNA,
15102,ENSG00000267503,,lncRNA,
15103,ENSG00000263527,MIR4526,miRNA,MIR4526
15104,ENSG00000266954,,lncRNA,
15105,ENSG00000177150,FAM210A,protein_coding,FAM210A
15106,ENSG00000158161,EYA3,protein_coding,EYA3
15107,ENSG00000020577,SAMD4A,protein_coding,SAMD4A
15108,ENSG00000251099,,processed_pseudogene,
15109,ENSG00000113369,ARRDC3,protein_coding,ARRDC3
15110,ENSG00000255022,,processed_pseudogene,
15111,ENSG00000257087,,processed_pseudogene,
15112,ENSG00000255528,,lncRNA,
15113,ENSG00000254555,,processed_pseudogene,
15114,ENSG00000256928,,lncRNA,
15115,ENSG00000177103,DSCAML1,protein_coding,DSCAML1
15116,ENSG00000251373,,processed_pseudogene,
15117,ENSG00000168152,THAP9,protein_coding,THAP9
15118,ENSG00000225116,,processed_pseudogene,
15119,ENSG00000088836,SLC4A11,protein_coding,SLC4A11
15120,ENSG00000279962,,TEC,
15121,ENSG00000264346,SNORA77B,snoRNA,SNORA77B
15122,ENSG00000242707,RN7SL362P,misc_RNA,RN7SL362P
15123,ENSG00000099904,ZDHHC8,protein_coding,ZDHHC8
15124,ENSG00000101654,RNMT,protein_coding,RNMT
15125,ENSG00000267218,,processed_pseudogene,
15126,ENSG00000268790,,protein_coding,
15127,ENSG00000184441,,lncRNA,
15128,ENSG00000232969,,lncRNA,
15129,ENSG00000260256,,lncRNA,
15130,ENSG00000248646,,lncRNA,
15131,ENSG00000230061,TRPM2-AS,lncRNA,TRPM2-AS
15132,ENSG00000251427,,unprocessed_pseudogene,
15133,ENSG00000266692,,snoRNA,
15134,ENSG00000264452,,snoRNA,
15135,ENSG00000229356,LRRC3-DT,lncRNA,LRRC3-DT
15136,ENSG00000244669,,processed_pseudogene,
15137,ENSG00000164209,SLC25A46,protein_coding,SLC25A46
15138,ENSG00000231442,LARP1BP1,processed_pseudogene,LARP1BP1
15139,ENSG00000160233,LRRC3,protein_coding,LRRC3
15140,ENSG00000196475,GK2,protein_coding,GK2
15141,ENSG00000274225,LINC03038,lncRNA,LINC03038
15142,ENSG00000175894,TSPEAR,protein_coding,TSPEAR
15143,ENSG00000248744,,lncRNA,
15144,ENSG00000170502,NUDT9,protein_coding,NUDT9
15145,ENSG00000280332,,TEC,
15146,ENSG00000074855,ANO8,protein_coding,ANO8
15147,ENSG00000229272,LINC03036,lncRNA,LINC03036
15148,ENSG00000177613,CSTF2T,protein_coding,CSTF2T
15149,ENSG00000275312,,unprocessed_pseudogene,
15150,ENSG00000270648,CYP2C61P,processed_pseudogene,CYP2C61P
15151,ENSG00000213390,ARHGAP19,protein_coding,ARHGAP19
15152,ENSG00000102383,ZDHHC15,protein_coding,ZDHHC15
15153,ENSG00000234409,CCDC188,protein_coding,CCDC188
15154,ENSG00000228869,COX4I1P2,processed_pseudogene,COX4I1P2
15155,ENSG00000273919,,lncRNA,
15156,ENSG00000278722,,lncRNA,
15157,ENSG00000252019,RNU6ATAC9P,snRNA,RNU6ATAC9P
15158,ENSG00000284809,,lncRNA,
15159,ENSG00000265432,MIR4308,miRNA,MIR4308
15160,ENSG00000258872,FDPSP3,transcribed_processed_pseudogene,FDPSP3
15161,ENSG00000233471,KRT18P62,processed_pseudogene,KRT18P62
15162,ENSG00000230256,FGFR1OP2P1,processed_pseudogene,FGFR1OP2P1
15163,ENSG00000235890,TSPEAR-AS1,lncRNA,TSPEAR-AS1
15164,ENSG00000287146,,lncRNA,
15165,ENSG00000102804,TSC22D1,protein_coding,TSC22D1
15166,ENSG00000100084,HIRA,protein_coding,HIRA
15167,ENSG00000198554,WDHD1,protein_coding,WDHD1
15168,ENSG00000169306,IL1RAPL1,protein_coding,IL1RAPL1
15169,ENSG00000176407,KCMF1,protein_coding,KCMF1
15170,ENSG00000182912,TSPEAR-AS2,lncRNA,TSPEAR-AS2
15171,ENSG00000287088,,lncRNA,
15172,ENSG00000215455,KRTAP10-1,protein_coding,KRTAP10-1
15173,ENSG00000205445,KRTAP10-2,protein_coding,KRTAP10-2
15174,ENSG00000212935,KRTAP10-3,protein_coding,KRTAP10-3
15175,ENSG00000241123,KRTAP10-5,protein_coding,KRTAP10-5
15176,ENSG00000188155,KRTAP10-6,protein_coding,KRTAP10-6
15177,ENSG00000238254,,processed_pseudogene,
15178,ENSG00000272804,KRTAP10-7,protein_coding,KRTAP10-7
15179,ENSG00000269055,BNIP3P18,processed_pseudogene,BNIP3P18
15180,ENSG00000279584,,TEC,
15181,ENSG00000258674,,protein_coding,
15182,ENSG00000187766,KRTAP10-8,protein_coding,KRTAP10-8
15183,ENSG00000250949,,lncRNA,
15184,ENSG00000221859,KRTAP10-10,protein_coding,KRTAP10-10
15185,ENSG00000248443,,lncRNA,
15186,ENSG00000243489,KRTAP10-11,protein_coding,KRTAP10-11
15187,ENSG00000251204,,processed_pseudogene,
15188,ENSG00000271346,,processed_pseudogene,
15189,ENSG00000212933,KRTAP12-4,protein_coding,KRTAP12-4
15190,ENSG00000240052,,processed_pseudogene,
15191,ENSG00000235991,,unprocessed_pseudogene,
15192,ENSG00000205439,KRTAP12-3,protein_coding,KRTAP12-3
15193,ENSG00000251072,LMNB1-DT,lncRNA,LMNB1-DT
15194,ENSG00000221864,KRTAP12-2,protein_coding,KRTAP12-2
15195,ENSG00000251597,RPL37P25,processed_pseudogene,RPL37P25
15196,ENSG00000229880,IMMTP1,processed_pseudogene,IMMTP1
15197,ENSG00000187175,KRTAP12-1,protein_coding,KRTAP12-1
15198,ENSG00000232249,,unprocessed_pseudogene,
15199,ENSG00000227393,,processed_pseudogene,
15200,ENSG00000249958,CCT7P2,processed_pseudogene,CCT7P2
15201,ENSG00000276647,KRTAP12-6P,processed_pseudogene,KRTAP12-6P
15202,ENSG00000238223,,processed_pseudogene,
15203,ENSG00000254106,LINC01848,lncRNA,LINC01848
15204,ENSG00000226436,H3P43,processed_pseudogene,H3P43
15205,ENSG00000189169,KRTAP10-12,protein_coding,KRTAP10-12
15206,ENSG00000224978,CD84P1,processed_pseudogene,CD84P1
15207,ENSG00000283897,,lncRNA,
15208,ENSG00000225858,MATR3P1,processed_pseudogene,MATR3P1
15209,ENSG00000268620,,unprocessed_pseudogene,
15210,ENSG00000156920,ADGRG4,protein_coding,ADGRG4
15211,ENSG00000268070,,processed_pseudogene,
15212,ENSG00000251158,,unprocessed_pseudogene,
15213,ENSG00000248885,SEPTIN7P10,processed_pseudogene,SEPTIN7P10
15214,ENSG00000119866,BCL11A,protein_coding,BCL11A
15215,ENSG00000236382,KRTAP10-13P,unprocessed_pseudogene,KRTAP10-13P
15216,ENSG00000184787,UBE2G2,protein_coding,UBE2G2
15217,ENSG00000105058,FAM32A,protein_coding,FAM32A
15218,ENSG00000113368,LMNB1,protein_coding,LMNB1
15219,ENSG00000249976,,processed_pseudogene,
15220,ENSG00000249890,,unprocessed_pseudogene,
15221,ENSG00000227969,NPM1P22,processed_pseudogene,NPM1P22
15222,ENSG00000231782,LINC00575,lncRNA,LINC00575
15223,ENSG00000236277,NIPA2P5,processed_pseudogene,NIPA2P5
15224,ENSG00000226683,PWWP2AP1,processed_pseudogene,PWWP2AP1
15225,ENSG00000225352,RPL31P53,processed_pseudogene,RPL31P53
15226,ENSG00000227952,RPL18AP17,processed_pseudogene,RPL18AP17
15227,ENSG00000279924,,unprocessed_pseudogene,
15228,ENSG00000249111,,lncRNA,
15229,ENSG00000249105,,processed_pseudogene,
15230,ENSG00000248946,MTND3P22,processed_pseudogene,MTND3P22
15231,ENSG00000249831,,lncRNA,
15232,ENSG00000288015,,lncRNA,
15233,ENSG00000109208,SMR3A,protein_coding,SMR3A
15234,ENSG00000228319,SPATA2P1,processed_pseudogene,SPATA2P1
15235,ENSG00000215357,HSPD1P8,processed_pseudogene,HSPD1P8
15236,ENSG00000287876,,lncRNA,
15237,ENSG00000237109,RPL21P111,processed_pseudogene,RPL21P111
15238,ENSG00000226554,MTCL1P1,processed_pseudogene,MTCL1P1
15239,ENSG00000150893,FREM2,protein_coding,FREM2
15240,ENSG00000035720,STAP1,protein_coding,STAP1
15241,ENSG00000266049,,lncRNA,
15242,ENSG00000207034,,misc_RNA,Y_RNA
15243,ENSG00000275223,,lncRNA,
15244,ENSG00000132205,EMILIN2,protein_coding,EMILIN2
15245,ENSG00000125967,NECAB3,protein_coding,NECAB3
15246,ENSG00000166171,DPCD,protein_coding,DPCD
15247,ENSG00000235892,PKMP2,processed_pseudogene,PKMP2
15248,ENSG00000272625,,lncRNA,
15249,ENSG00000229979,HMGN2P48,processed_pseudogene,HMGN2P48
15250,ENSG00000263606,CHORDC1P4,transcribed_processed_pseudogene,CHORDC1P4
15251,ENSG00000233254,RPL21P134,processed_pseudogene,RPL21P134
15252,ENSG00000224560,,processed_pseudogene,
15253,ENSG00000237994,,lncRNA,
15254,ENSG00000249055,TBCAP3,transcribed_processed_pseudogene,TBCAP3
15255,ENSG00000227592,PIGFP3,processed_pseudogene,PIGFP3
15256,ENSG00000224816,NAP1L4P2,processed_pseudogene,NAP1L4P2
15257,ENSG00000249413,,lncRNA,
15258,ENSG00000265907,,lncRNA,
15259,ENSG00000268087,,lncRNA,
15260,ENSG00000145246,ATP10D,protein_coding,ATP10D
15261,ENSG00000266397,,lncRNA,
15262,ENSG00000155961,RAB39B,protein_coding,RAB39B
15263,ENSG00000264186,SNRPCP4,processed_pseudogene,SNRPCP4
15264,ENSG00000105393,BABAM1,protein_coding,BABAM1
15265,ENSG00000277447,,processed_pseudogene,
15266,ENSG00000252258,,snoRNA,SNORA70
15267,ENSG00000252353,RNU7-25P,snRNA,RNU7-25P
15268,ENSG00000265399,,lncRNA,
15269,ENSG00000225235,INTS6L-AS1,lncRNA,INTS6L-AS1
15270,ENSG00000101608,MYL12A,protein_coding,MYL12A
15271,ENSG00000223438,,lncRNA,
15272,ENSG00000227505,SLIRPP1,processed_pseudogene,SLIRPP1
15273,ENSG00000186310,NAP1L3,protein_coding,NAP1L3
15274,ENSG00000225427,LINC00331,lncRNA,LINC00331
15275,ENSG00000234161,PABPC5-AS1,lncRNA,PABPC5-AS1
15276,ENSG00000237860,SLC6A14P2,unprocessed_pseudogene,SLC6A14P2
15277,ENSG00000189372,,unprocessed_pseudogene,
15278,ENSG00000236077,SLC6A14P1,unprocessed_pseudogene,SLC6A14P1
15279,ENSG00000214249,CTAGE11P,processed_pseudogene,CTAGE11P
15280,ENSG00000225727,,transcribed_processed_pseudogene,
15281,ENSG00000229145,ACTBP1,processed_pseudogene,ACTBP1
15282,ENSG00000228855,,processed_pseudogene,
15283,ENSG00000229082,OR5AW1P,unprocessed_pseudogene,OR5AW1P
15284,ENSG00000204918,PRR20B,protein_coding,PRR20B
15285,ENSG00000147231,RADX,protein_coding,RADX
15286,ENSG00000134986,NREP,protein_coding,NREP
15287,ENSG00000229910,HNRNPA1P18,processed_pseudogene,HNRNPA1P18
15288,ENSG00000142684,ZNF593,protein_coding,ZNF593
15289,ENSG00000183255,PTTG1IP,protein_coding,PTTG1IP
15290,ENSG00000136111,TBC1D4,protein_coding,TBC1D4
15291,ENSG00000121769,FABP3,protein_coding,FABP3
15292,ENSG00000228564,LINC01005,lncRNA,LINC01005
15293,ENSG00000166169,POLL,protein_coding,POLL
15294,ENSG00000238131,LINC02854,lncRNA,LINC02854
15295,ENSG00000234359,ELK1P1,processed_pseudogene,ELK1P1
15296,ENSG00000229459,,lncRNA,
15297,ENSG00000270749,,processed_pseudogene,
15298,ENSG00000273027,,lncRNA,
15299,ENSG00000227404,KRT8P20,processed_pseudogene,KRT8P20
15300,ENSG00000272825,,lncRNA,
15301,ENSG00000160256,SLX9,protein_coding,SLX9
15302,ENSG00000281593,,protein_coding,
15303,ENSG00000005020,SKAP2,protein_coding,SKAP2
15304,ENSG00000142627,EPHA2,protein_coding,EPHA2
15305,ENSG00000034510,TMSB10,protein_coding,TMSB10
15306,ENSG00000233924,RPSAP13,processed_pseudogene,RPSAP13
15307,ENSG00000187105,HEATR4,protein_coding,HEATR4
15308,ENSG00000264235,MYL12-AS1,lncRNA,MYL12-AS1
15309,ENSG00000118680,MYL12B,protein_coding,MYL12B
15310,ENSG00000232531,KMT5AP2,processed_pseudogene,KMT5AP2
15311,ENSG00000229604,MTATP8P2,processed_pseudogene,MTATP8P2
15312,ENSG00000214513,NOTO,protein_coding,NOTO
15313,ENSG00000244296,RN7SL168P,misc_RNA,RN7SL168P
15314,ENSG00000185065,UFD1-AS1,lncRNA,UFD1-AS1
15315,ENSG00000204019,CT83,protein_coding,CT83
15316,ENSG00000184303,DRD5P1,processed_pseudogene,DRD5P1
15317,ENSG00000224627,RPL37P10,processed_pseudogene,RPL37P10
15318,ENSG00000213400,RPL12P18,processed_pseudogene,RPL12P18
15319,ENSG00000070010,UFD1,protein_coding,UFD1
15320,ENSG00000236413,,processed_pseudogene,
15321,ENSG00000229560,LYARP1,processed_pseudogene,LYARP1
15322,ENSG00000287658,,lncRNA,
15323,ENSG00000229733,,processed_pseudogene,
15324,ENSG00000230836,LINC01293,lncRNA,LINC01293
15325,ENSG00000237225,OR13K1P,unprocessed_pseudogene,OR13K1P
15326,ENSG00000287931,,lncRNA,
15327,ENSG00000226972,RPL12P19,processed_pseudogene,RPL12P19
15328,ENSG00000203926,SPANXA2,protein_coding,SPANXA2
15329,ENSG00000225136,PGBD4P5,processed_pseudogene,PGBD4P5
15330,ENSG00000226605,,lncRNA,
15331,ENSG00000248987,PRDX4P1,processed_pseudogene,PRDX4P1
15332,ENSG00000286932,,lncRNA,
15333,ENSG00000276529,,lncRNA,
15334,ENSG00000234880,LINC00163,lncRNA,LINC00163
15335,ENSG00000170209,ANKK1,protein_coding,ANKK1
15336,ENSG00000233107,SUCLA2P2,processed_pseudogene,SUCLA2P2
15337,ENSG00000251325,,lncRNA,
15338,ENSG00000251264,,lncRNA,
15339,ENSG00000233251,,lncRNA,
15340,ENSG00000248543,NPM1P41,processed_pseudogene,NPM1P41
15341,ENSG00000261706,LINC00165,lncRNA,LINC00165
15342,ENSG00000286150,,lncRNA,
15343,ENSG00000275874,PICSAR,lncRNA,PICSAR
15344,ENSG00000250006,,processed_pseudogene,
15345,ENSG00000207435,RNU6-114P,snRNA,RNU6-114P
15346,ENSG00000248613,,unprocessed_pseudogene,
15347,ENSG00000207628,MIR651,miRNA,MIR651
15348,ENSG00000252291,,snoRNA,
15349,ENSG00000272626,,lncRNA,
15350,ENSG00000212214,SNORA48B,snoRNA,SNORA48B
15351,ENSG00000250550,PPBPP1,transcribed_unprocessed_pseudogene,PPBPP1
15352,ENSG00000235374,SSR4P1,transcribed_processed_pseudogene,SSR4P1
15353,ENSG00000278957,,TEC,
15354,ENSG00000207151,,misc_RNA,Y_RNA
15355,ENSG00000207320,,misc_RNA,Y_RNA
15356,ENSG00000250064,,lncRNA,
15357,ENSG00000201660,,snoRNA,
15358,ENSG00000125551,PLGLB2,protein_coding,PLGLB2
15359,ENSG00000265284,MIR4770,miRNA,MIR4770
15360,ENSG00000263652,MIR548AX,miRNA,MIR548AX
15361,ENSG00000207332,RNU6-146P,snRNA,RNU6-146P
15362,ENSG00000267857,,lncRNA,
15363,ENSG00000265670,,lncRNA,
15364,ENSG00000239333,RN7SL658P,misc_RNA,RN7SL658P
15365,ENSG00000248237,,processed_pseudogene,
15366,ENSG00000251702,RNU6-857P,snRNA,RNU6-857P
15367,ENSG00000278218,,misc_RNA,
15368,ENSG00000182586,LINC00334,lncRNA,LINC00334
15369,ENSG00000134762,DSC3,protein_coding,DSC3
15370,ENSG00000207025,,misc_RNA,Y_RNA
15371,ENSG00000265144,MIR548AM,miRNA,MIR548AM
15372,ENSG00000153802,TMPRSS11D,protein_coding,TMPRSS11D
15373,ENSG00000200852,RNA5SP499,rRNA_pseudogene,RNA5SP499
15374,ENSG00000252978,RN7SKP183,misc_RNA,RN7SKP183
15375,ENSG00000206716,RNU6-133P,snRNA,RNU6-133P
15376,ENSG00000252486,,misc_RNA,Y_RNA
15377,ENSG00000227254,VDAC1P12,processed_pseudogene,VDAC1P12
15378,ENSG00000276208,,unprocessed_pseudogene,
15379,ENSG00000201666,,snoRNA,
15380,ENSG00000232701,RPL21P108,processed_pseudogene,RPL21P108
15381,ENSG00000201356,RNA5SP500,rRNA_pseudogene,RNA5SP500
15382,ENSG00000230405,RPS3AP52,processed_pseudogene,RPS3AP52
15383,ENSG00000214335,CTAGE16P,processed_pseudogene,CTAGE16P
15384,ENSG00000264090,MIR4666B,miRNA,MIR4666B
15385,ENSG00000277569,MIR6134,miRNA,MIR6134
15386,ENSG00000228074,UBBP5,processed_pseudogene,UBBP5
15387,ENSG00000206639,,misc_RNA,Y_RNA
15388,ENSG00000233349,LINC00333,lncRNA,LINC00333
15389,ENSG00000110237,ARHGEF17,protein_coding,ARHGEF17
15390,ENSG00000206733,RNU6-641P,snRNA,RNU6-641P
15391,ENSG00000186866,POFUT2,protein_coding,POFUT2
15392,ENSG00000207122,RNU6-591P,snRNA,RNU6-591P
15393,ENSG00000227151,PRR20D,protein_coding,PRR20D
15394,ENSG00000206983,RNU6-49P,snRNA,RNU6-49P
15395,ENSG00000221466,MIR548AJ2,miRNA,MIR548AJ2
15396,ENSG00000238606,RNU7-7P,snRNA,RNU7-7P
15397,ENSG00000252411,RNU6-1087P,snRNA,RNU6-1087P
15398,ENSG00000264618,RN7SL732P,misc_RNA,RN7SL732P
15399,ENSG00000263730,MIR3937,miRNA,MIR3937
15400,ENSG00000238730,RNU7-164P,snRNA,RNU7-164P
15401,ENSG00000206896,RNU6-1124P,snRNA,RNU6-1124P
15402,ENSG00000212560,RNU6-630P,snRNA,RNU6-630P
15403,ENSG00000139926,FRMD6,protein_coding,FRMD6
15404,ENSG00000212347,,snoRNA,
15405,ENSG00000287880,,lncRNA,
15406,ENSG00000284668,LINC02780,lncRNA,LINC02780
15407,ENSG00000207870,MIR221,miRNA,MIR221
15408,ENSG00000270400,,processed_pseudogene,
15409,ENSG00000199226,RNU6-50P,snRNA,RNU6-50P
15410,ENSG00000207725,MIR222,miRNA,MIR222
15411,ENSG00000277721,,misc_RNA,Metazoa_SRP
15412,ENSG00000136158,SPRY2,protein_coding,SPRY2
15413,ENSG00000233234,,lncRNA,
15414,ENSG00000278838,,misc_RNA,Metazoa_SRP
15415,ENSG00000200702,,misc_RNA,Y_RNA
15416,ENSG00000202495,,misc_RNA,Y_RNA
15417,ENSG00000221716,SNORA11,snoRNA,SNORA11
15418,ENSG00000142632,ARHGEF19,protein_coding,ARHGEF19
15419,ENSG00000201341,RNU6-421P,snRNA,RNU6-421P
15420,ENSG00000207758,MIR532,miRNA,MIR532
15421,ENSG00000207768,MIR188,miRNA,MIR188
15422,ENSG00000207785,MIR500A,miRNA,MIR500A
15423,ENSG00000208015,MIR362,miRNA,MIR362
15424,ENSG00000211538,MIR501,miRNA,MIR501
15425,ENSG00000239057,MIR500B,miRNA,MIR500B
15426,ENSG00000207970,MIR660,miRNA,MIR660
15427,ENSG00000282890,,lncRNA,
15428,ENSG00000272080,MIR502,miRNA,MIR502
15429,ENSG00000207104,RNU6-434P,snRNA,RNU6-434P
15430,ENSG00000213495,RPL26P13,processed_pseudogene,RPL26P13
15431,ENSG00000244006,RN7SL799P,misc_RNA,RN7SL799P
15432,ENSG00000284567,MIR223,miRNA,MIR223
15433,ENSG00000212434,,snoRNA,U3
15434,ENSG00000234278,PRR20E,protein_coding,PRR20E
15435,ENSG00000275335,MIR8088,miRNA,MIR8088
15436,ENSG00000115364,MRPL19,protein_coding,MRPL19
15437,ENSG00000266328,MIR4536-2,miRNA,MIR4536-2
15438,ENSG00000211991,MIR676,miRNA,MIR676
15439,ENSG00000199601,RNU6-562P,snRNA,RNU6-562P
15440,ENSG00000283334,MIR4536-1,miRNA,MIR4536-1
15441,ENSG00000201447,RNA5SP509,rRNA_pseudogene,RNA5SP509
15442,ENSG00000285776,,rRNA_pseudogene,5S_rRNA
15443,ENSG00000273788,,snoRNA,U3
15444,ENSG00000283622,MIR4328,miRNA,MIR4328
15445,ENSG00000202183,,snoRNA,
15446,ENSG00000222810,RNU2-68P,snRNA,RNU2-68P
15447,ENSG00000239745,RN7SL790P,misc_RNA,RN7SL790P
15448,ENSG00000283435,MIR1321,miRNA,MIR1321
15449,ENSG00000200635,,misc_RNA,Y_RNA
15450,ENSG00000201826,RNU6-867P,snRNA,RNU6-867P
15451,ENSG00000222440,RNU2-26P,snRNA,RNU2-26P
15452,ENSG00000224117,PTPN2P2,processed_pseudogene,PTPN2P2
15453,ENSG00000212495,RNU6-332P,snRNA,RNU6-332P
